category,rating,name,phone,location,address
"Italian,Pizza",3.5,Ciao Pizza Italian Restaurant,(336) 446-6565,"35.781017,-78.64443","947 Golf House Rd W Whitsett, NC 27377"
"Greek,Bars",4.0,Taverna Agora,(919) 881-8333,"35.9960597,-78.9017867","326 Hillsborough St Raleigh, NC 27603"
"Cocktail Bars,American (New),Lounges",3.5,Counting House,(919) 956-6760,"36.0865273,-79.8268813","111 North Corcoran Street Durham, NC 22701"
"Modern European,Mediterranean,Greek",4.5,Green Valley Grill,(336) 854-2015,"35.3262222,-79.254995","622 Green Valley Rd Greensboro, NC 27408"
"Salad,Soup,Delis",4.5,Dewberry Deli,(910) 245-3697,"36.0178280324872,-78.8902128115296","485 Carthage St Cameron, NC 28326"
Mexican,4.5,Guanajuato Restaurant of Durham,(919) 973-3475,"35.7392653,-79.6558779","2103 N Roxboro St Durham, NC 27704"
American (New),4.5,Amelias Country Diner,(336) 824-2744,"36.0006521577011,-78.9107820019126","140 Brady St Ramseur, NC 27316"
"Food Trucks,Chicken Shop",4.0,Mama’s Hot Chicken,(919) 295-3840,"35.9507952,-78.515211","1007 W Main St Durham, NC 27701"
Seafood,4.0,Shuckers Oyster Bar & Grill,(919) 453-1593,"35.720497,-78.843239","3309 Rogers Rd Wake Forest, NC 27587"
Southern,4.0,Dallas Famous Chicken,(919) 362-0051,"precise_search_35.7174966,-79.1788772","1101 E Williams St Apex, NC 27502"
Seafood,4.0,Blu Seafood & Bar,(919) 286-9777,"36.0997374,-79.4197197","2002 Hillsborough Rd Durham, NC 27705"
"American (New),French",4.0,Margaux’s Restaurant,(919) 846-9846,"36.068935,-79.522521","8111 Creedmoor Rd Raleigh, NC 27613"
"American (Traditional),Bars",5.0,Double Eagle Grill & Bar,(910) 757-0025,"36.359157,-79.6631746","111 N Sycamore St Aberdeen, NC 28315"
American (Traditional),4.0,Rhett’s,(910) 695-3663,"35.8003846216847,-78.7683939987565","132 W Pennsylvania Ave Southern Pines, NC 28387"
"Breakfast & Brunch,Diners,American (New)",4.5,Scrambled Southern Diner,(336) 285-6590,"36.0106484,-78.9225822","2417 Spring Garden St Greensboro, NC 27403"
"Breakfast & Brunch,American (Traditional)",4.0,Hometown Cafe,(919) 494-1500,"36.063831325467,-79.8333780840039","3370 US 1 Hwy Franklinton, NC 27525"
Mexican,5.0,Taqueria Aztlan,(336) 226-9705,"precise_search_35.7174966,-79.1788772","1118 Vaughn Rd Burlington, NC 27217"
"Italian,Pizza",4.5,Little Italy Pizza & Italian Restaurant,(336) 584-7317,"35.8978105190509,-78.6821129465576","1441 University Dr Burlington, NC 27215"
Irish,4.0,The Celtic Fringe,(336) 347-7707,"35.1320709881323,-79.4269218295813","234 S W Market St Reidsville, NC 27320"
"Middle Eastern,Greek,Vegetarian",4.5,La Shish,(919) 388-8330,"35.174234,-79.392757","908 NE Maynard Rd Cary, NC 27513"
"American (Traditional),Cocktail Bars",4.0,Linda’s Bar and Grill,(919) 933-6663,"35.903979801965,-78.9543714044709","203 E Franklin St Chapel Hill, NC 27514"
"Donuts,Breakfast & Brunch",4.5,Rise Biscuits & Donuts,(919) 248-2992,"36.0079020892833,-78.9224923474916","8200 Renaissance Pkwy Durham, NC 27713"
"Salad,Juice Bars & Smoothies,Breakfast & Brunch",4.5,Happy & Hale,(984) 439-1790,"35.7185703,-79.1784341","703B 9th St Durham, NC 27705"
Pizza,4.0,John’s Pizza,(919) 542-5027,"35.7203163368562,-79.1746074433844","122 Sanford Rd Pittsboro, NC 27312"
"Food Trucks,Barbeque",5.0,Chatham Barbecue,(919) 999-7745,"35.690992,-79.8041779","East Street Old 64 Pittsboro, NC 27312"
American (Traditional),4.0,Dixie III Restaurant,(336) 625-8345,"35.1760059913087,-79.4197509644754","715 E Dixie Dr Asheboro, NC 27203"
"Burgers,Bars,American (Traditional)",3.5,Charbar 7,(910) 725-2266,"35.7847722516483,-78.6472090949938","100-A Pavilion Way Southern Pines, NC 28387"
"Sandwiches,American (New),Breakfast & Brunch",4.0,The Rockford,(919) 821-9020,"35.474099,-79.1867989","320 1/2 Glenwood Ave Raleigh, NC 27603"
Cafes,4.0,Fresh Choice Cafe,(919) 775-6008,"35.7190798218314,-79.1664372732594","805 Wicker St Sanford, NC 27330"
Mexican,4.0,San Felipe,(919) 542-1008,"precise_search_35.7174966,-79.1788772","630 E St Pittsboro, NC 27312"
Mexican,4.0,La Cocina,(919) 772-6999,"36.100844,-79.507834","1219 Timber Dr E Garner, NC 27529"
"Bars,American (New),Gastropubs",3.0,West End Terrace,,"36.0746626,-79.0995331","138 W Lebanon Ave Elon, NC 27244"
Mexican,3.5,Bandido’s Mexican Cafe & Cantina,(919) 732-8662,"35.968309,-78.9599701","122 S Churton St Hillsborough, NC 27278"
"Vegan,Soul Food,Vegetarian",4.0,Souly Vegan Cafe,(984) 219-6050,"35.9961644,-78.9004879","4125 Durham Chapel Hill Blvd Durham, NC 27707"
"Bakeries,American (Traditional)",4.0,Scratch,(919) 956-5200,"36.0556229,-79.6588974","111 Orange St Durham, NC 27701"
Pizza,4.0,Pascali’s Pizza Corner,(336) 697-9000,"35.7556705,-78.7435144","1814 Mt Hope Church Rd Mc Leansville, NC 27301"
"Pizza,American (New),Breweries",3.0,BJ’s Restaurant & Brewhouse,(919) 710-8170,"35.1825050673896,-78.9822048693895","5707 Dillard Dr Cary, NC 27518"
"Cheesesteaks,Sandwiches",4.5,Broad Street Steaks,,"35.3752239,-78.5396002","1195 N Bragg Blvd Spring Lake, NC 28390"
"Burgers,Fast Food,American (Traditional)",4.0,Char-Grill - Benson,(919) 894-4499,"36.101537,-79.506895","105 S Walton Cir Benson, NC 27504"
Pizza,4.0,Pandora’s Pies,(336) 270-4599,"precise_search_35.7174966,-79.1788772","130 N Williamson Ave Elon, NC 27244"
"American (New),Cafes,Bars",4.0,Skylines Cafe,(919) 550-7619,"36.0495727,-78.9046188","8878 US 70 Bus Hwy W Clayton, NC 27520"
"Diners,American (Traditional)",3.0,Blue Ribbon Diner,(919) 563-7020,"35.7878375,-78.7772934","1004 Mebane Oaks Rd Mebane, NC 27302"
"Salad,Pizza,Italian",4.5,Bravos Pizzeria,(919) 365-6065,"35.7813258,-78.3701623","9 N Main St Wendell, NC 27591"
Middle Eastern,4.0,Sitti,(919) 239-4070,"35.3461349,-79.4178419","137 S Wilmington St Raleigh, NC 27601"
Mexican,4.0,Gonza Tacos Y Tequila,(919) 268-8965,"35.627485,-78.428073","2100 Hillsborough St Raleigh, NC 27607"
"Southern,Diners,American (Traditional)",3.5,Joyce & Family Restaurant & Catering,(919) 567-1717,"36.074991,-79.274562","129 N Main St Fuquay-Varina, NC 27526"
"Japanese,Chinese,Thai",4.5,Susa Hibachi Grill,(910) 947-1409,"precise_search_35.7174966,-79.1788772","105 Mcreynolds St Carthage, NC 28327"
"American (Traditional),Seafood",4.5,Piney Point Bar and Grill,(919) 361-4660,"35.778405434936,-78.638135231855","2515 Meridian Pkwy Durham, NC 27713"
Seafood,4.0,Blue Stingray Seafood,(919) 477-0776,"35.78675,-78.663378","3600 N Duke St Durham, NC 27704"
"Pizza,Desserts,Cocktail Bars",3.5,Pizzeria Faulisi,,"35.5860368,-78.8003525","215 E Chatham St Cary, NC 27511"
"Italian,Pizza",3.0,Pomodoro,(919) 304-1500,"35.9989162,-78.9089321","107 E Center St Mebane, NC 27302"
"Specialty Food,Breakfast & Brunch,Sandwiches",4.0,Parker & Otis,(919) 683-3200,"35.8606554,-78.7121518","112 S Duke St Durham, NC 27701"
Korean,4.5,Kim’s Asian Market,(919) 510-5999,"35.7771343,-78.6387555","6014 Duraleigh Rd Raleigh, NC 27612"
Diners,4.0,The Mecca Restaurant,(919) 832-5714,"35.5073037,-78.7386102","13 E Martin St Raleigh, NC 27601"
Southern,4.5,Ed’s Family Restaurant & Catering,(919) 275-9454,"35.7753577039196,-78.636948957771","43 E Depot St Angier, NC 27501"
"Mexican,Latin American,Bars",4.0,Calavera Empanadas And Tequila,(919) 617-1661,"36.03167,-78.9365294","444 S Blount St Raleigh, NC 27601"
"Italian,Tapas Bars",4.0,Melo Trattoria,(919) 384-9080,"35.9952544,-78.9015007","1821 Hillandale Rd Durham, NC 27705"
"Pizza,Chicken Wings,Food Trucks",4.0,Pie Pushers,(919) 294-8408,"36.018238,-78.888425","117 W Main St Durham, NC 27701"
"Latin American,Peruvian",4.5,Alpaca Peruvian Charcoal Chicken,(919) 220-9028,"35.8632048,-78.7106368","302 Davidson Ave Durham, NC 27701"
"Italian,Pizza",4.0,Assaggio’s,(919) 785-2088,"precise_search_35.7174966,-79.1788772","3501 W Millbrook Rd Raleigh, NC 27613"
Mexican,4.0,Guanajuanto Mexican Grill,(919) 929-8012,"35.853176,-79.570167","11520 US Highway 15 501 N Chapel Hill, NC 27517"
"Southern,Fast Food,American (Traditional)",5.0,Ya’ll Come Back Cafe,(336) 622-2984,"35.6721168,-78.5752065","119 S Fayetteville St Liberty, NC 27298"
"Breakfast & Brunch,Pizza,Sandwiches",4.0,White Oak Grill & Lounge,(919) 779-0710,"35.8296872,-78.8278842","7901 White Oak Rd Garner, NC 27529"
"Mediterranean,Lebanese",4.0,Neomonde Mediterranean,(919) 466-8100,"35.906228,-78.7850087","10235 Chapel Hill Rd Morrisville, NC 27560"
Indian,4.0,Azitra Authentic Indian Fare,(919) 484-3939,"35.2664858,-79.5825458","8411 Brier Creek Pkwy Raleigh, NC 27617"
Cafes,4.5,7 Central Bistro,(910) 400-5228,"36.0762444,-79.7923296","135 MacDougall Dr West End, NC 27376"
"French,American (New)",4.5,Undercurrent Restaurant,(336) 370-1266,"36.071013,-79.7907759","327 Battleground Ave Greensboro, NC 27401"
"Seafood,Salad,Cocktail Bars",4.0,Pier Oyster Bar & Grille,(336) 763-0768,"35.6629504,-78.847507","214 S Elm St Greensboro, NC 27401"
"Salad,Gluten-Free,Pizza",3.5,Blaze Fast Fire’d Pizza,(919) 557-4990,"35.7893276236175,-78.6396870126952","316 Grand Hill Pl Holly Springs, NC 27540"
"Southern,American (New)",4.0,18 Seaboard,(919) 861-4318,"precise_search_35.7174966,-79.1788772","18 Seaboard Ave Raleigh, NC 27604"
"Coffee & Tea,Juice Bars & Smoothies,Cafes",4.5,Honeysuckle Tea House,(919) 903-9131,"35.913498068127,-79.056107631617","8871 Pickards Meadow Rd Chapel Hill, NC 27516"
"Fast Food,Sandwiches,American (Traditional)",4.5,Crossroads Grill,(919) 742-4819,"35.294215,-78.5958741","324 E 11th St Siler City, NC 27344"
American (New),4.0,Brookland Eats,(336) 322-1015,"35.9438876661837,-79.1534523462164","333 Old Durham Rd Roxboro, NC 27573"
"Delis,Wine Bars,Pizza",4.0,Poppyseed Market,(919) 870-4997,"35.7329029,-79.4628709","8801 Leadmine Rd Raleigh, NC 27615"
"Burgers,Hot Dogs",4.0,Buns,(919) 240-4746,"36.3597869,-78.9788659","107 N Columbia St Chapel Hill, NC 27514"
Chinese,4.0,Gourmet Kingdom,(919) 932-7222,"35.905006,-78.65771","301 E Main St Carrboro, NC 27510"
Barbeque,4.5,Johnson Family Barbeque,(919) 397-5693,"precise_search_35.7174966,-79.1788772","5021 A Wake Forest Hwy Durham, NC 27703"
Breakfast & Brunch,4.5,Sunrise Biscuit Kitchen,(919) 933-1324,"35.910969,-79.0688805","1305 E Franklin St Chapel Hill, NC 27514"
Mexican,4.0,Mi Casita Mexican Restaurant,(910) 230-0646,"35.9769901,-78.7933532","1165 E Cumberland St Dunn, NC 28334"
"Italian,Pizza",4.0,2 Cousins Italian Pizza,(919) 639-5400,"35.9275733,-79.0355732","559 N Raleigh St Angier, NC 27501"
"Sushi Bars,Japanese,Seafood",4.0,Akashi,(919) 572-9444,"35.7492133,-79.5726717","2223 E Nc 54 Durham, NC 27713"
Seafood,3.5,Captain Tom’s Seafood,(336) 824-2371,"35.9129611,-79.0553089","320 Browns Crossroads Staley, NC 27355"
"American (Traditional),Breweries,Sandwiches",3.5,Top of the Hill Restaurant & Brewery,(919) 929-8676,"35.9742205,-78.7930157","100 E Franklin St Chapel Hill, NC 27514"
"American (Traditional),Breakfast & Brunch,Burgers",4.0,Grill 46,(919) 596-4644,"35.7735261,-78.6399646","121 Sherron Rd Durham, NC 27703"
"Southern,American (New),Seafood",3.5,Rye Bar and Southern Kitchen,(919) 227-3370,"35.473281,-78.383377","500 Fayetteville St Raleigh, NC 27601"
"Barbeque,Seafood,American (Traditional)",4.0,Holt Lake Bar-B-Que & Seafood,(919) 934-0148,"35.980263136602,-78.5415071464269","3506 US Hwy 301 S Smithfield, NC 27577"
"Middle Eastern,Mediterranean,Greek",4.5,Charlie’s Kabob Grill,(919) 554-0938,"35.650526,-78.4561049","12235 Capital Blvd Wake Forest, NC 27587"
"American (Traditional),Sandwiches",3.5,Mannings Restaurant,(919) 585-7005,"35.6427719,-78.4527088","406 E Main St Clayton, NC 27520"
Mexican,4.0,Don Beto’s Tacos,(919) 359-0095,"35.83705954284,-78.6396388635339","10376 US 70 Bus Hwy W Clayton, NC 27520"
"Bars,American (New),Vegetarian",3.5,Yard House,(919) 881-2590,"precise_search_35.7174966,-79.1788772","4208 Six Forks Rd Raleigh, NC 27609"
"American (Traditional),Cheese Shops",4.0,Gooey’s American Grille,(919) 761-5191,"35.8806773,-78.8494375","950 Gateway Commons Cir Wake Forest, NC 27587"
"Italian,Gastropubs,Bars",3.5,Serena Sicilian Influenced Gastropub,(919) 941-6380,"36.0776978,-78.9095209","5311 S Miami Blvd Durham, NC 27703"
"Latin American,Convenience Stores",4.5,Pupuseria y Taqueria Orellana,(919) 471-3299,"35.2006848,-79.4317817","5300 N Roxboro Rd Durham, NC 27712"
"American (Traditional),Breakfast & Brunch",4.5,Midland Bistro,(910) 420-1030,"35.075289,-78.9659037","2160 Midland Rd Southern Pines, NC 28387"
"Burgers,American (New),Gastropubs",3.5,Bad Daddy’s Burger Bar,(910) 867-4915,"35.3167605,-78.6235657","1800 Skibo Rd Fayetteville, NC 28303"
Seafood,4.5,Jim’s Seafood Fresh & Fried,(910) 897-2962,"35.7770482987727,-78.640130534236","1126 W Broad St Dunn, NC 28334"
"American (Traditional),Bars",4.0,Capital Club 16,(919) 747-9345,"35.7382421,-78.8661062","16 W Martin St Raleigh, NC 27601"
Mexican,4.0,Arandas Mexican Cuisine,(919) 362-7363,"36.3195534255597,-78.4113176629448","5460 Apex Peakway Apex, NC 27502"
"American (Traditional),Burgers,Chicken Wings",4.5,Kang Wangz,(252) 492-1441,"35.8933226,-78.6277119","208 Raleigh Rd Henderson, NC 27536"
"Sports Bars,American (Traditional),Karaoke",4.0,The Pickled Onion,(919) 848-4161,"precise_search_35.7174966,-79.1788772","7901 Falls Of Neuse Rd Raleigh, NC 27615"
"American (Traditional),Breakfast & Brunch",3.5,Pete’s Family Restaurant,(910) 947-3077,"35.3366244368302,-79.4016099083029","4088 US Hwy 15 501 Carthage, NC 28327"
"Italian,American (Traditional)",4.0,Sopranos Grill,(919) 827-8848,"35.7921497139744,-78.5491436068153","1030 N Rogers Ln Raleigh, NC 27610"
"Bars,Pizza,Burgers",5.0,Tavern 42,(919) 553-8888,"35.6485025,-78.3981118","119 Oleander Dr Clayton, NC 27527"
"American (New),Salad",4.5,Melt Kitchen and Bar,(336) 763-5445,"36.1270881830212,-79.860466130518","1941 New Garden Rd Greensboro, NC 27410"
"French,Breakfast & Brunch",4.0,Coquette Brasserie,(919) 789-0606,"35.8378724278881,-78.642446506607","4351 The Circle At North HIlls Raleigh, NC 27609"
Pizza,3.5,Roma Pizza Shop,(919) 957-7662,"35.9756714659105,-78.7935110965351","121 Sherron Rd Durham, NC 27703"
Restaurants,5.0,Whales Tail Restaurant,(912) 565-7769,"precise_search_35.7174966,-79.1788772","6118 US Highway 1 S Lyons, GA 30436"
"Italian,Gluten-Free,Pizza",4.0,Bella Monica,(919) 881-9778,"35.8253816405571,-78.706955909729","3121-103 Edwards Mill Rd Raleigh, NC 27612"
"Taiwanese,Chinese",4.0,Taipei Café,(919) 380-8568,"35.8110584,-78.8173384","9825 G Chapel Hill Rd Morrisville, NC 27560"
"Southern,American (Traditional),Breakfast & Brunch",4.0,Pam’s Farm House,(919) 859-9990,"35.7860296,-78.7118814","5111 Western Blvd Raleigh, NC 27606"
Mexican,4.5,Matatlan Mexican Restaurant,(919) 251-8408,"36.008191,-78.925592","3808 Guess Rd Durham, NC 27705"
Caribbean,4.0,Mum’s Jamaican Restaurant,(919) 615-2332,"35.205254,-79.4830089","3901 Capital Blvd Raleigh, NC 27604"
"American (New),Bars,Gastropubs",3.5,Local 22,(919) 286-9755,"35.900339,-78.792198","2200 W Main St Durham, NC 27705"
Mexican,4.5,Marias Mexican Restaurant,(910) 215-8010,"35.5906381,-78.7895459","211 A Central Park Ave Pinehurst, NC 28374"
"Pubs,Irish",4.0,Trali Irish Pub & Restaurant,(919) 544-4141,"36.0093112,-78.9217794","10370 Moncreiffe Rd Raleigh, NC 27617"
"Breakfast & Brunch,American (Traditional)",4.0,Jus’ Enuff Home Cookin’,(919) 567-0587,"35.8584037,-78.5805677","736 N Main St Fuquay Varina, NC 27526"
Steakhouses,4.0,Metro 8 Steakhouse,(919) 416-1700,"35.0756247599423,-78.9530385285616","746 9th St Durham, NC 27705"
Mediterranean,4.5,Monapita Mediterranean Grill,(919) 431-6500,"35.799894,-78.816154","5260 Capital Blvd Raleigh, NC 27616"
"Ramen,Vegan,Noodles",4.0,Ramen Tsubaki,(910) 568-5406,"precise_search_35.7174966,-79.1788772","508 N McPherson Church Rd Fayetteville, NC 28303"
Italian,4.0,Lugano Ristorante,(919) 468-7229,"36.0589153319331,-78.9279508218169","1060 Darrington Dr Cary, NC 27513"
"Diners,Italian,American (Traditional)",3.5,Leli’s Diner,(919) 263-1377,"35.7308265,-78.8512677","3325 Rogers Rd Wake Forest, NC 27587"
Mexican,4.0,La Rancherita Mexican Restaurant,(919) 303-2448,"35.8636307,-78.8146575","102 N Salem St Apex, NC 27502"
"Steakhouses,Seafood",3.5,Capital City Chop House Raleigh,(919) 484-7721,"35.0745853,-78.9262448","151 Airgate Dr Morrisville, NC 27560"
"American (Traditional),Breakfast & Brunch,Sandwiches",4.5,Marybill’s Cafe & Elbow Room,(910) 221-1170,"35.7786133,-78.6404202","801 Elm St Fayetteville, NC 28303"
"Mexican,Bars",3.5,Virgil’s Original Taqueria,(919) 833-3866,"35.7949409184661,-78.5056539121899","126 S Salisbury St Raleigh, NC 27601"
Japanese,4.0,Hibachi K Express,(919) 217-8875,"35.1721060489377,-78.9748718057028","4001 Wide Waters Pkwy Knightdale, NC 27545"
"Chinese,Thai,Buffets",4.0,Chopstixs Thai & Asian Cuisine,(910) 436-2728,"35.1961319,-79.4679563","414 N Bragg Blvd Spring Lake, NC 28390"
American (New),4.0,The 1895 Grille,(855) 679-6058,"35.4077662652631,-78.6720913158823","155 Cherokee Rd Pinehurst, NC 28374"
"Salad,Coffee & Tea,Sandwiches",4.5,Cornerstone Cafe & Coffee,(910) 897-5600,"36.1452179,-78.7248635","16 E Main St Coats, NC 27521"
Mexican,4.0,El Rio,(919) 528-4897,"precise_search_35.7174966,-79.1788772","2531 E Lyon Station Rd Creedmoor, NC 27522"
"Thai,Korean,Indian",4.0,Tangerine Cafe,(919) 468-8688,"35.8859701,-78.6605752","2422 SW Cary Pkwy Cary, NC 27513"
"Greek,Salad,Sandwiches",4.5,Mykonos Grill,(336) 270-8441,"35.7635623,-78.8200506","1039 S Main St Graham, NC 27253"
"Mediterranean,Wine Bars,Beer Bar",4.0,Sherefe,(910) 630-3040,"36.0503639,-79.3986928","114 Gillespie St Fayetteville, NC 28301"
"Bakeries,Breakfast & Brunch,Cafes",5.0,The Table On Elm,(336) 542-0395,"35.052053,-78.878764","227 S Elm St Greensboro, NC 27401"
Mexican,4.5,Gonza Tacos y Tequila,(919) 846-5478,"36.0705775038229,-79.7897285798888","7713-39 Lead Mine Rd Raleigh, NC 27615"
"Japanese,Sushi Bars,Steakhouses",3.0,Sakura Japanese Steak House,(910) 436-9888,"35.2458334137746,-79.0249331299121","2630 Hwy 24 Cameron, NC 28326"
"American (Traditional),Burgers,Bars",4.0,Dain’s Place,(919) 416-8800,"36.0095555,-78.9217522","754 9th St Durham, NC 27705"
"Mexican,Bars",4.0,Agave Mexican Bar & Grill,(919) 365-0069,"35.7813138719455,-78.3706709103713","18 W 3rd St Wendell, NC 27591"
American (New),3.5,Carolina Vintages,,"precise_search_35.7174966,-79.1788772","Raleigh-Durham International Airport Raleigh, NC 27560"
"Pubs,American (Traditional)",3.5,Piedmont Ale House,(336) 584-4422,"36.0782230135624,-79.5144465116699","1149-A St Mark's Church Rd Burlington, NC 27215"
"Pakistani,Indian",4.5,Kababish Cafe,(919) 377-8794,"35.0525003,-78.8774421","201 W Chatham St Cary, NC 27511"
"Vietnamese,Thai",3.5,Bowl of PHO,(919) 734-8664,"35.6350499515509,-78.8332540914416","2806 S Miami Blvd Durham, NC 27703"
Mexican,4.5,La Superior Carniceria,(919) 220-9884,"35.9109984,-79.0680776","3325 N Roxboro St Durham, NC 27704"
"Bars,American (Traditional),Burgers",3.5,Local Joe’s Tap & Grill,(919) 708-5957,"35.7074128,-78.6184458","135 S Steele St Sanford, NC 27330"
"Turkish,Desserts,Salad",4.5,Reyhan Turkish Kebaps,(910) 829-0485,"35.3197887,-78.4551158","113 Person St Fayetteville, NC 28301"
Mexican,3.5,Los Po’s,(919) 762-7738,"36.0730286,-79.275364","7256 Gb Alford Hwy Holly Springs, NC 27540"
"American (New),Gastropubs",3.5,Milltown,(919) 968-2460,"36.0339433397368,-78.8919607517747","307 E Main St Carrboro, NC 27510"
"Grocery,Mexican",5.0,La Zacatecana,(919) 662-8096,"precise_search_35.7174966,-79.1788772","522 Village Ct Garner, NC 27529"
"Desserts,Seafood",4.0,Meadow Village Restaurant,(919) 894-5430,"35.7868438,-78.7836938","7400 Nc Hwy 50 S Benson, NC 27504"
Mexican,3.5,La Fiesta Restaurante Mexicano,(919) 304-6505,"35.9290701,-78.8447092","1040 Mebane Oaks Rd Mebane, NC 27302"
"Desserts,Meat Shops,Sandwiches",4.5,Rose’s Meat Market and Sweet Shop,(919) 797-2233,"35.8477069,-78.5797294","121 N Gregson St Durham, NC 27701"
Peruvian,4.5,Alpaca Peruvian Charcoal Chicken,(919) 713-0000,"35.8695291,-78.621559","4614 Capital Blvd Raleigh, NC 27604"
American (Traditional),4.0,Winston’s Grille,(919) 790-0700,"36.0811815294493,-79.5092625633657","6401 Falls Of Neuse Rd Raleigh, NC 27615"
Mexican,4.5,El Burrito Loco,(336) 538-6156,"35.7799976,-78.7954149","3409 S Church St Burlington, NC 27215"
Korean,4.0,Golden Pig Korean Cuisine - Temp. CLOSED,(919) 650-2720,"35.8398316,-78.6410496","815 W Chatham St Cary, NC 27511"
"Steakhouses,Seafood,Wine Bars",4.0,Firebirds Wood Fired Grill,(919) 788-8778,"35.8593550671142,-78.7124408362804","4350 Lassiter Rd Raleigh, NC 27609"
"Japanese,Sushi Bars",4.0,Waraji Japanese Restaurant,(919) 916-1615,"36.0595928,-79.1033549","5910 Duraleigh Rd Raleigh, NC 27612"
Mexican,3.5,Pueblo Viejo Mexican Restaurant,(919) 732-3480,"35.3183914,-78.6299285","107 James J Freeland Memorial Dr Hillsborough, NC 27278"
Mexican,4.0,Las Brisas,(910) 892-5012,"35.8388639292319,-78.6447072029114","1906 W Cumberland St Dunn, NC 28334"
Italian,4.0,Vivace,(919) 787-7747,"precise_search_35.7174966,-79.1788772","4209 Lassiter Mill Rd Raleigh, NC 27609"
"Diners,American (Traditional)",4.0,Bennett Pointe Grill,(919) 382-9431,"35.7951669,-78.5040352","4625 Hillsborough Rd Durham, NC 27705"
Mexican,4.0,El Senor,(919) 261-0808,"35.8986933697015,-78.8981091700703","2001 Wide Waters Pkwy Knightdale, NC 27545"
"Thai,Chinese,Buffets",4.0,Thai China Buffet,(919) 361-8881,"35.6961772,-79.7904761","4900 Nc Hwy 55 Durham, NC 27713"
Italian,4.0,Time Square Pizzeria,(336) 626-2636,"35.5934069584708,-79.3286329507828","1220 E Dixie Dr Asheboro, NC 27203"
"Sandwiches,Desserts",3.5,Lizzie’s Grill-N-Chill,(919) 898-9918,"35.744167,-78.762345","1989 N Main St Goldston, NC 27252"
"Bakeries,Cafes",4.0,Chanticleer Cafe & Bakery,(919) 781-4810,"35.910722,-79.0687269","6490 Tryon Rd Cary, NC 27518"
"Donuts,Breakfast & Brunch",4.0,Rise Biscuits & Donuts,(919) 929-5115,"35.9246390903918,-78.8443810284128","310 E Main St Carrboro, NC 27510"
"American (Traditional),Sandwiches,Southern",4.5,V’s Kitchen,(919) 237-1257,"35.9970933,-78.8992279","2945 S Miami Blvd Durham, NC 27703"
"Ramen,Tapas/Small Plates,Cocktail Bars",3.5,Dashi,(919) 251-9335,"35.8862138,-78.66049","415 E Chapel Hill St Durham, NC 27701"
"Japanese,Sushi Bars",4.5,Kai Sushi and Sake Bar,(919) 870-4923,"precise_search_35.7174966,-79.1788772","7713 Lead Mine Rd Raleigh, NC 27615"
"Bars,Breweries,Pizza",4.0,Trophy Brewing Company,(919) 803-4849,"35.770512,-78.7826197","827 W Morgan St Raleigh, NC 27603"
"Seafood,Sandwiches,American (Traditional)",3.5,America’s Roadhouse,(336) 633-1234,"36.0189377,-78.9454406","818 E Dixie Dr Asheboro, NC 27203"
Thai,4.0,Thai Fusion Cuisine,(910) 420-8738,"35.9746224913648,-78.9243817295098","111 Central Park Dr Pinehurst, NC 28374"
"Diners,Breakfast & Brunch",4.0,Triangle Waffle,(910) 892-1201,"35.7776171988233,-78.6390610234748","1007 E Cumberland St Dunn, NC 28334"
"Sushi Bars,Vietnamese",4.5,Sushi Lulu,(919) 747-9720,"35.7798614,-78.6537626","3607 Falls River Ave Raleigh, NC 27614"
"Pizza,Beer, Wine & Spirits,Sandwiches",4.5,Pie-Zano’s Pizzeria,(919) 554-8881,"35.9296821,-78.5645736","252 Southtown Cir Rolesville, NC 27571"
"Sushi Bars,Thai",4.0,Sushi Thai Cary,(919) 467-5747,"precise_search_35.7174966,-79.1788772","106 Kilmayne Dr Cary, NC 27511"
Chinese,4.0,Shanghai,(919) 383-5700,"35.6904115261481,-79.8025109873234","3433 Hillsborough Rd Durham, NC 27705"
"Barbeque,Burgers,Sandwiches",4.0,The Original Q Shack,(919) 402-4227,"35.2052538938761,-79.4830088317394","2510 University Dr Durham, NC 27707"
"Pizza,Cocktail Bars,Breakfast & Brunch",4.0,Pizza La Stella,(984) 200-2441,"35.301391,-78.6005","219 Fayetteville St Raleigh, NC 27601"
"Barbeque,Seafood",3.0,Howard’s Barbeque,(910) 893-4571,"35.6894313,-79.805791","100 S Main St Lillington, NC 27546"
"Breakfast & Brunch,American (Traditional)",4.5,The Golden Waffle,(336) 625-8414,"35.908657,-78.940887","602 E Dixie Dr Asheboro, NC 27203"
"American (New),Comfort Food,Cafes",4.0,Cafe Bistro,(919) 806-3700,"35.7763792,-78.6383037","6910 Fayetteville Rd Durham, NC 27713"
Cafes,4.5,Manhattan Cafe,(919) 833-6105,"35.3987693786621,-78.8161010742188","320 S Wilmington St Raleigh, NC 27601"
American (New),3.0,County Seat,(910) 514-9670,"35.8652422190175,-78.5754570841003","Lillington, NC 27546 "
American (Traditional),3.5,Twisted Fork,(919) 792-2535,"36.003569,-78.901123","3571 Sumner Blvd Raleigh, NC 27616"
"American (New),Bars",3.5,Geer Street Garden,(919) 688-2900,"35.9217064,-78.9584761","644 Foster St Durham, NC 27701"
"American (Traditional),Desserts,Pubs",3.0,Hope Valley Brewing Company,(919) 294-4955,"35.8984979,-78.895396","4810 Hope Valley Rd Durham, NC 27707"
